GeneSymbol	B cells	T cells	NK cells	Monocytes	Eosinophils	Neutrophils
AFTPH	1	1	7.837151989452e-11	1.79566601766743e-18	1	2.97953059646851e-50
AGA	0.132641622634549	0.146583197708498	4.44732575526106e-06	2.39581035624141e-07	1	1.04515132446354e-14
AGAP11	1	6.42685955795455e-05	1	0.0675229908302357	0.00228856383217172	1
AGAP3	4.56195321111643e-28	9.86577627938431e-18	0.0296540813502368	0.00386772776207977	6.57604708297616e-06	0.00970997099100842
AGBL1	1.9049241805895e-08	0.0619718236868166	1	1	1	7.4903422302506e-05
AGBL2	0.012381655525961	1.20214027519534e-05	4.35560126519447e-11	0.143061621211041	0.0315845526941585	4.16762239166953e-28
AGBL3	4.03523810220429e-10	4.64212808870296e-17	1	0.0260066534145212	1	5.64122165521491e-37
AGBL4	0.0155566432873884	7.99960497897572e-06	0.288711304857675	0.346838224812071	0.960921391696502	3.85103524075041e-34
AGER	1	6.53566887377964e-13	2.57688241413593e-09	2.85257078583619e-13	0.840838492308265	3.37574416592996e-53
AGFG1	1	1	7.88013301608644e-07	1.47736839186086e-14	1	6.26685100119978e-31
AGL	0.000280023032043467	0.515950215887719	1.25003729405485e-08	1.12159212081879e-17	0.02741972182662	2.89039826581012e-09
AGMAT	3.10106621008153e-06	4.56196445890911e-33	0.00102008704217788	2.63659713061824e-10	1	3.89136495669658e-18
AGPAT4.IT1	8.81950935951369e-36	1.02489908637244e-15	1	5.18703218848092e-09	1	1
AGPHD1	0.0189590612502844	3.48999933188017e-13	0.0246501109533879	3.22395751753885e-05	1	2.41516525607031e-23
AGPS	0.00485670370888981	3.22469330270083e-11	1.64387892784054e-07	4.0459460956482e-21	0.195984937642081	7.48497973638249e-25
AGR3	1	0.0522385830711961	1	0.164094218562886	0.158739672672543	1
AGRN	3.79148038068488e-11	8.94540961806494e-05	0.0933609655248533	0.967480227376928	0.505749524555051	1
AGTPBP1	1	1	1.36558431172212e-08	3.91825650050242e-13	0.398558938142722	2.39633493251684e-44
AGTR2	0.664092999933382	9.54512762128588e-11	0.0127229505363493	0.000628884168055553	0.300710238538522	4.95116234283394e-25
AGTRAP	0.0171567792847297	1	0.000197801367960505	2.12540184023113e-15	0.357882391666099	4.013683057638e-38
AGXT2L2	0.0322055351258412	1	5.04499869849949e-12	5.25437324931844e-23	1	1.13276582724989e-43
AHCY	8.11407013979697e-05	2.39132070772953e-19	1.85720041444514e-07	2.0650847107838e-11	0.149180859762677	1.66579830158224e-05
AHCYL1	0.072616841703478	4.72585760586736e-05	3.27636102723814e-10	5.74567710987803e-13	0.00373585981676644	7.68989887601723e-42
AHI1	1	1.75221632362884e-14	0.0747351698389647	0.00121332764254344	0.898798359817368	3.93083816731751e-09
AHNAK	1	1.87796941720319e-39	3.21910144342797e-05	5.57572698362259e-11	0.684383873217392	6.72787901816461e-13
