"Mixture"	"B_cells"	"T_cells"	"NK_cells "	"Monocytes"	"Eosinophils"	"Neutrophils"
"GSM493673"	"0.0484303269536009"	"0.179911153749549"	"0.125640288965611"	"0.152514917879851"	"0.119785203346575"	"0.373718109104813"
"GSM493674"	"0.0743866819934056"	"0.042287572250292"	"0.110943092261009"	"0.277808358769238"	"0"	"0.494574294726055"
"GSM493675"	"0.00446978639739605"	"0.21111869929195"	"0.0792155702216581"	"0.143957723678902"	"0"	"0.561238220410094"
"GSM493676"	"0.0744402961345714"	"0.296698504929946"	"0.0719922477856015"	"0.0333288287613198"	"0"	"0.523540122388561"
"GSM493677"	"0.0534546758697332"	"0.178808956791348"	"0.0643387047484827"	"0.143577114836339"	"0"	"0.559820547754097"
"GSM493678"	"0.0413216615477066"	"0.112776346591266"	"0.0484421891517236"	"0.332937032664782"	"0"	"0.464522770044522"
"GSM493679"	"0.0166399969146204"	"0.0960932377729167"	"0.087677028599564"	"0.275656832726471"	"0"	"0.523932903986428"
"GSM493680"	"0.0203044108154682"	"0.119663554138163"	"0.045151623596213"	"0.175948375663983"	"0"	"0.638932035786173"
"GSM493681"	"0.030789087194805"	"0.116134908372916"	"0.0763213988641616"	"0.416504573500306"	"0"	"0.360250032067812"
"GSM493682"	"0.149770956543824"	"0.0741236188813787"	"0.0854625500744156"	"0.194257492571188"	"0.00295644582067035"	"0.493428936108523"
"GSM493683"	"0.0486022411396857"	"0.151018242437153"	"0.0406581239562205"	"0.0956829294782135"	"0"	"0.664038462988727"
"GSM493684"	"0.0201473447283849"	"0.0644186498858751"	"0.091029453212581"	"0.179212429544882"	"0.0418584697668679"	"0.603333652861409"
"GSM493685"	"0.010835302915622"	"0.0752982169910499"	"0.030733919302952"	"0.300718514712477"	"0"	"0.582414046077899"
"GSM493686"	"0.126405197225815"	"0.0546705731189069"	"0.065085007106532"	"0.28989312329041"	"0.00964528829654359"	"0.454300810961793"
"GSM493687"	"0.020939279744304"	"0.0456937758390315"	"0.0446258433204337"	"0.30320711840039"	"0.0129445279637627"	"0.572589454732078"
"GSM493688"	"0.0223050967842912"	"0.120044563459133"	"0.11182038874016"	"0.159841997446081"	"0"	"0.585987953570334"
"GSM493689"	"0.0582727663736064"	"0.0857416134118193"	"0.0461014907269348"	"0.162553012415397"	"0"	"0.647331117072243"
"GSM493690"	"0.0117636920422302"	"0.0822076663290044"	"0.0779574906026662"	"0.322158247923853"	"0.0151902638169662"	"0.49072263928528"
"GSM493691"	"0.0274599539083678"	"0.0766189820589201"	"0.113193123878007"	"0.189295637177813"	"0"	"0.593432302976892"
"GSM493692"	"0.054831166114716"	"0.107131415706009"	"0.0503147810228372"	"0.0858407620767419"	"0"	"0.701881875079696"
"GSM493693"	"0.00876557330230672"	"0.0892317629475152"	"0.0516424402302875"	"0.179914989394369"	"0"	"0.670445234125521"
"GSM493694"	"0.0295644076546273"	"0.145729796717867"	"0.0574244040358811"	"0.215512201812579"	"0"	"0.551769189779046"
"GSM493695"	"0.041617926715826"	"0.190176788708014"	"0.0606747147780882"	"0.298791946879016"	"0"	"0.408738622919056"
"GSM493696"	"0.0361705621288116"	"0.156617396033302"	"0.0629491851209383"	"0.174871719361682"	"0"	"0.569391137355266"
"GSM493697"	"0.0322710511885039"	"0.200531509460882"	"0.0588114792973517"	"0.238834613930978"	"0"	"0.469551346122285"
"GSM493698"	"0.0371196491223604"	"0.170409960539051"	"0.0393294212232204"	"0.235662096578016"	"0.0239480676389337"	"0.493530804898419"
"GSM493699"	"0.0353018639344181"	"0.196585840601752"	"0.100771903501414"	"0.307326213698381"	"0.0200422250448933"	"0.339971953219141"
"GSM493700"	"0.0458039141912362"	"0.0868604966356867"	"0.100606264684646"	"0.18607131535724"	"0"	"0.580658009131191"
"GSM493701"	"0.0031133796657169"	"0.12949432404929"	"0.0990845336434211"	"0.227347000286224"	"0.0188829057703414"	"0.522077856585006"
"GSM493702"	"0.0898213308036341"	"0.0635819679516282"	"0.0724772096122782"	"0.234556461955572"	"0"	"0.539563029676888"
"GSM493703"	"0.0154318701458793"	"0.134644645542229"	"0.0793313249919969"	"0.21001777636976"	"0"	"0.560574382950134"
"GSM493704"	"0.0169303307795385"	"0.0407342811309786"	"0.0550680249217375"	"0.423463821959219"	"0.0327001139404296"	"0.431103427268096"
"GSM493705"	"0.020529109698189"	"0.0768743526620119"	"0.074119688087988"	"0.407322971165251"	"0"	"0.42115387838656"
"GSM493706"	"0.0212154889891177"	"0.157389371591946"	"0.0689346067429022"	"0.350280770359971"	"0"	"0.402179762316063"
"GSM493707"	"0.0588984429296208"	"0.0898694624757454"	"0.0411267772676499"	"0.221898589926644"	"0"	"0.58820672740034"
"GSM493708"	"0.0199710867951604"	"0.100031781070381"	"0.0976852396775032"	"0.138370007958853"	"0"	"0.643941884498102"
"GSM493709"	"0.00545242633100628"	"0.0803376458125619"	"0.0529407306181984"	"0.270052860250953"	"0"	"0.59121633698728"
"GSM493710"	"0.0382941224185234"	"0.175450481727846"	"0.0764156654046762"	"0"	"0"	"0.709839730448955"
"GSM493711"	"0.0134772099229544"	"0.210546735658701"	"0.0615987998247922"	"0.165519875134181"	"0"	"0.548857379459372"
"GSM493712"	"0.0141582012446958"	"0.130937691995852"	"0.062515685361166"	"0.149670695185893"	"0"	"0.642717726212394"
"GSM493713"	"0.156747128890275"	"0.32553820169384"	"0.0458913248305524"	"0.120202079452825"	"0.0127032963032665"	"0.338917968829243"
"GSM493714"	"0.0920210987658075"	"0.26117392134329"	"0.132131819612083"	"0.167370226658934"	"0.0139917274024104"	"0.333311206217474"
"GSM493715"	"0.0197854466220862"	"0.109483709310946"	"0.0558436313211278"	"0.220828122524844"	"0"	"0.594059090220996"
"GSM493716"	"0.0364522325566722"	"0.11048906299805"	"0.0605218384740459"	"0.150841460568668"	"0.00617073487563191"	"0.635524670526932"
"GSM493717"	"0.0738631532144617"	"0.181146608405728"	"0.0830654039501572"	"0.258118671501667"	"0"	"0.403806162927987"
"GSM493718"	"0.03632811776746"	"0.111607254337114"	"0.0927977842304113"	"0.198498541037292"	"0"	"0.560768302627722"
"GSM493719"	"0.0183059283768197"	"0.114065613243769"	"0.0960406257882469"	"0.217719705300437"	"0"	"0.553868127290728"
"GSM493720"	"0.0287709294571151"	"0.145466079749363"	"0.0784963399212811"	"0.141426140458361"	"0.0273917622246012"	"0.578448748189278"
"GSM493721"	"0.0481323960695521"	"0.178598891706965"	"0.0540471430664546"	"0.333313989955925"	"0"	"0.385907579201103"
"GSM493722"	"0.0118599249692839"	"0.0957923652869157"	"0.0846402899273397"	"0.238392897727724"	"0"	"0.569314522088737"
"GSM493723"	"0.0165046014107315"	"0.0980551240829503"	"0.0392419676280267"	"0.298490187919798"	"0"	"0.547708118958493"
"GSM493724"	"0.0182126012652309"	"0.111874636589299"	"0.0492616909110253"	"0.28514048146953"	"0.0120679620386644"	"0.52344262772625"
"GSM493725"	"0.0453327122467915"	"0.101930166828315"	"0.0404940520381799"	"0.346119680800759"	"0"	"0.466123388085955"
"GSM493726"	"0.0600999333859497"	"0.06497386045344"	"0.0490636399497319"	"0.270369080303631"	"0"	"0.555493485907248"
"GSM493727"	"0.00378315447625504"	"0.282650276664724"	"0.123798046590212"	"0.349837329857206"	"0.093221862759794"	"0.146709329651809"
"GSM493728"	"0.111205941623305"	"0.192404064030101"	"0.0448978629702448"	"0"	"0.0949036929188598"	"0.55658843845749"
"GSM493729"	"0.0224479348154691"	"0.149419355226048"	"0.0393180699985168"	"0.120821167424888"	"0"	"0.667993472535077"
"GSM493730"	"0.0683024486724885"	"0.151256801604847"	"0.0478006886846633"	"0.15083479213905"	"0"	"0.581805268898951"
"GSM493731"	"0.0539752123145112"	"0.182504005149289"	"0.04165415490351"	"0.234423352908407"	"0"	"0.487443274724283"
"GSM493732"	"0.0400409052249103"	"0.115955543644765"	"0.04633277138579"	"0.274193621035686"	"0"	"0.523477158708848"
"GSM493733"	"0.0664489687858435"	"0.150658750521052"	"0.0861078637922029"	"0"	"0.0290524513511699"	"0.667731965549732"
"GSM493734"	"0.0709154663638615"	"0.0846218850464907"	"0.0645752903863477"	"0.257564205525157"	"0.0137933959143463"	"0.508529756763797"
"GSM493735"	"0.0289753896424484"	"0.140472646942746"	"0.0799594002161138"	"0.115835010942501"	"0"	"0.634757552256191"
"GSM493736"	"0.0307296619008354"	"0.0903581313156193"	"0.10521426673643"	"0.167448670967013"	"0.0102967369321819"	"0.59595253214792"
"GSM493737"	"0.00235967983261644"	"0.0755336796985466"	"0.0456111658817028"	"0.209207463019849"	"0"	"0.667288011567285"
"GSM493738"	"0.0561054265366403"	"0.221650249801466"	"0.0934529504096736"	"0.239279493153095"	"0"	"0.389511880099125"
"GSM493739"	"0.0328345898705785"	"0.127390599818685"	"0.0735552174849129"	"0.35849899676238"	"0"	"0.407720596063444"
"GSM493740"	"0.0171213880980678"	"0.0792200578028331"	"0.0896664355354187"	"0.322498290946835"	"0.0162689003017678"	"0.475224927315077"
"GSM493741"	"0.0567009884976345"	"0.104705562125005"	"0.0580655853793731"	"0.0960165575219822"	"0.0266464621547642"	"0.657864844321241"
"GSM493742"	"0.0574542038199093"	"0.153002468767935"	"0.114564228662962"	"0.0299777115022281"	"0.0494193504715787"	"0.595582036775388"
"GSM493743"	"0.0731437529335514"	"0.238160975848993"	"0.0880266174811171"	"0.16714749533495"	"0"	"0.433521158401389"
"GSM493744"	"0.03524234794297"	"0.2133293268629"	"0.070906867121427"	"0.0800358332226166"	"0"	"0.600485624850086"
"GSM493745"	"0.0445856975842267"	"0.0570511262262759"	"0.0335863644271431"	"0.223148459127521"	"0"	"0.641628352634833"
"GSM493746"	"0.0555462615156009"	"0.0865597506337233"	"0.0306361391016078"	"0.248211969399811"	"0"	"0.579045879349257"
"GSM493747"	"0.0636437088751084"	"0.327499269903859"	"0.140502027376177"	"0.162967452302404"	"0"	"0.305387541542452"
"GSM493748"	"0.00637211285952897"	"0.155181950628461"	"0.0420692432870063"	"0.253533287169196"	"0"	"0.542843406055807"
"GSM493749"	"0.052638652830853"	"0.282212687636494"	"0.0733621056628322"	"0.132124537392606"	"0"	"0.459662016477214"
"GSM493750"	"0.0518441849168431"	"0.204011366667438"	"0.0254220042460755"	"0.371117255311102"	"0.00378039268003626"	"0.343824796178505"
"GSM493751"	"0.02329390951796"	"0.180371880496921"	"0.10115739242889"	"0.186559440128854"	"0"	"0.508617377427375"
"GSM493752"	"0.0361658754303981"	"0.126312001900694"	"0.10860814348087"	"0.0783881030199915"	"0.0306800993243526"	"0.619845776843694"
"GSM493753"	"0.0363311272196993"	"0.055228313708369"	"0.0400956412064746"	"0.25898615506677"	"0"	"0.609358762798687"
"GSM493754"	"0.0427608175113061"	"0.0820698450031678"	"0.0738933158453734"	"0.247692866157442"	"0.0111603887640729"	"0.542422766718638"
"GSM493755"	"0.01031298409297"	"0.0673153379991658"	"0.061452507198388"	"0.274261594437535"	"0"	"0.586657576271942"
"GSM493756"	"0.0248793264269412"	"0.0727695377835013"	"0.0811717422157051"	"0.182351093253306"	"0"	"0.638828300320546"
"GSM493757"	"0.0135638560168111"	"0.0924411215091257"	"0.051216722735703"	"0.388077556558128"	"0"	"0.454700743180232"
"GSM493758"	"0.0265017312790762"	"0.126586292062743"	"0.0573225084093614"	"0.152206845593119"	"0.00909288039947086"	"0.628289742256229"
"GSM493759"	"0.00396574635889494"	"0.0815324559661448"	"0.072352707858156"	"0.214790617119495"	"0.0203531815350253"	"0.607005291162284"
"GSM493760"	"0.0145780891177066"	"0.0720080157135066"	"0.0810974955288074"	"0.144458609859032"	"0.0366417433503323"	"0.651216046430615"
"GSM493761"	"0.0193637724199993"	"0.187603138315148"	"0.063098757489986"	"0.134690868127448"	"0.00684107902662751"	"0.588402384620792"
"GSM493762"	"0.0683720329895192"	"0.127088499678757"	"0.0897505658322831"	"0.0860191578948358"	"0"	"0.628769743604605"
"GSM493763"	"0.00958553428686971"	"0.0907976211726234"	"0.0970383675861334"	"0.278978568338118"	"0.0177560544083967"	"0.505843854207859"
"GSM493764"	"0.0242542479600723"	"0.0799792815686139"	"0.0983925794611461"	"0.184720138462112"	"0.030925435867513"	"0.581728316680542"
"GSM493765"	"0.0605099984807629"	"0.125671500587452"	"0.0644744316249004"	"0.249059591486024"	"0"	"0.500284477820861"
"GSM493766"	"0.0287303916454405"	"0.158237599118725"	"0.0198326676489128"	"0.302812326276056"	"0"	"0.490387015310866"
"GSM493767"	"0.023083217792612"	"0.140486977856567"	"0.118979872916173"	"0.295844016724642"	"0.00905597298900368"	"0.412549941721003"
"GSM493768"	"0.0626694012495484"	"0.0893032664106916"	"0.0858019975535332"	"0.201351671131788"	"0.0353374842509286"	"0.52553617940351"
"GSM493769"	"0.0631533055048076"	"0.349103625902623"	"0.186866474299781"	"0.104694772764858"	"0.00677442722515971"	"0.28940739430277"
"GSM493770"	"0.0199727675173103"	"0.332305091747563"	"0.086231402955067"	"0"	"0"	"0.56149073778006"
"GSM493771"	"0.00482837771048356"	"0.321767620021828"	"0.0965099465469636"	"0.15424872426399"	"0"	"0.422645331456735"
"GSM493772"	"0.0329810947682641"	"0.329297307445697"	"0.138662615684587"	"0.116872586603628"	"0.018285627729192"	"0.363900767768633"
"GSM493773"	"0.0429123884938521"	"0.443646305472611"	"0.143745036865271"	"0.162093059508955"	"0.0227250078451715"	"0.184878201814139"
"GSM493774"	"0.0113314821204252"	"0.281967960168752"	"0.171855207348794"	"0.00205279142897708"	"0"	"0.532792558933052"
"GSM493775"	"0.0502398405732581"	"0.293423089351239"	"0.0709564749711979"	"0.170219004864569"	"0.0054028734142327"	"0.409758716825503"
"GSM493776"	"0.0416897792438104"	"0.261174891884296"	"0.162292551416772"	"0.170778944145362"	"0"	"0.364063833309761"
"GSM493777"	"0.014966550000184"	"0.265427409920378"	"0.140116865918532"	"0.270335469982437"	"0"	"0.309153704178468"
"GSM493778"	"0.0591821064199968"	"0.232397598645641"	"0.135903293082486"	"0.142757460234961"	"0"	"0.429759541616915"
"GSM493779"	"0.0504013194595096"	"0.270118902162218"	"0.168178904636259"	"0.1148969592269"	"0"	"0.396403914515114"
"GSM493780"	"0.0491497807235608"	"0.326973176458459"	"0.0974784895098347"	"0.13791606227426"	"0"	"0.388482491033886"
"GSM493781"	"0.0573448640426712"	"0.274227696695693"	"0.1989434903695"	"0.210208492923744"	"0"	"0.259275455968391"
"GSM493782"	"0.0950016480666784"	"0.206945702084673"	"0.0957814261814067"	"0.207511225079229"	"0"	"0.394759998588012"
"GSM493783"	"0.00375563720311524"	"0.34400252153979"	"0.173057841634077"	"0.104537991633754"	"0"	"0.374646007989264"
"GSM493784"	"0.0392956312612966"	"0.186815860860322"	"0.135603932778783"	"0.0991277161826207"	"0"	"0.539156858916977"
"GSM493785"	"0.0228247620214666"	"0.281781679124915"	"0.133498212381863"	"0.106527093608289"	"0.0163360266097787"	"0.439032226253687"
"GSM493786"	"0.0368855472422833"	"0.410310815511717"	"0.119030651413341"	"0.0555491706394953"	"0"	"0.378223815193164"
"GSM493787"	"0.0203528398524778"	"0.331794744520275"	"0.141722518304298"	"0.205282757440795"	"0"	"0.300847139882155"
"GSM493788"	"0.0489940210452783"	"0.333881922467487"	"0.16485639826636"	"0.117722176705377"	"0"	"0.334545481515497"
"GSM493789"	"0.122288168471445"	"0.245862385429511"	"0.11636730973276"	"0.116979651296967"	"0"	"0.398502485069316"
"GSM493790"	"0.0433424839420509"	"0.259678525978049"	"0.262884687219922"	"0.108814319488174"	"0"	"0.325279983371804"
"GSM493791"	"0.0316328231221399"	"0.246699799496374"	"0.13179219061876"	"0.266326006488709"	"0"	"0.323549180274018"
"GSM493792"	"0.0239960214296888"	"0.254850837546766"	"0.136284924700597"	"0.260911449580591"	"0"	"0.323956766742357"
"GSM493793"	"0.0388594886691843"	"0.467778841601727"	"0.143633292852691"	"0.110078620375465"	"0"	"0.239649756500934"
"GSM493794"	"0.0362479599457729"	"0.269491757650943"	"0.075118941119871"	"0.239968872688737"	"0"	"0.379172468594676"
"GSM493795"	"0.035411452890454"	"0.435277267331225"	"0.0644732020986915"	"0.0295318840436639"	"0"	"0.435306193635965"
"GSM493796"	"0.0936009564238983"	"0.406785007077842"	"0.17065607126984"	"0.166226701896307"	"0.0144497110130893"	"0.148281552319023"
"GSM493797"	"0.00993273808021895"	"0.266734517003888"	"0.066576814638411"	"0"	"0"	"0.656755930277482"
"GSM493798"	"0.0641720023368957"	"0.294302710890479"	"0.118204422520003"	"0.162059765912006"	"0"	"0.361261098340617"
"GSM493799"	"0.0863685542504193"	"0.371192710198431"	"0.125845644000928"	"0.119711092703235"	"0"	"0.296881998846987"
"GSM493800"	"0.0157917425472214"	"0.298501055456343"	"0.0846309331062852"	"0.0661723207952443"	"0"	"0.534903948094907"
"GSM493801"	"0.0124855575445504"	"0.410105344864901"	"0.0553865112260507"	"0.119335717382738"	"0"	"0.40268686898176"
"GSM493802"	"0.134540999079009"	"0.395899436331699"	"0.0912534472522046"	"0.167368432492952"	"0"	"0.210937684844135"
"GSM493803"	"0.0776087913320799"	"0.283695197262953"	"0.0477504248326542"	"0"	"0"	"0.590945586572313"
"GSM493804"	"0.0199174469929233"	"0.336218565182251"	"0.16534909316623"	"0.13610022279881"	"0"	"0.342414671859786"
"GSM493805"	"0.0608928824710185"	"0.243341101844704"	"0.156913751194511"	"0.195547005549047"	"0"	"0.343305258940719"
"GSM493806"	"0.0162445931687117"	"0.248443378281321"	"0.0967722249923889"	"0.103003750012528"	"0"	"0.53553605354505"
"GSM493807"	"0.035389297779729"	"0.215691779102798"	"0.118196423302756"	"0.241646009483972"	"0.00638806135610606"	"0.382688428974638"
"GSM493808"	"0.080095208446358"	"0.387856384721641"	"0.106814530044502"	"0.163459167696199"	"0.0100598558403342"	"0.251714853250965"
"GSM493809"	"0.032999474228597"	"0.120034679312738"	"0.0990723341917054"	"0.218956343236233"	"0"	"0.528937169030727"
"GSM493810"	"0.00426054951574587"	"0.171380422737006"	"0.0646499410238887"	"0.151187377007162"	"0"	"0.608521709716197"
"GSM493811"	"0.0105320607146718"	"0.234011226143296"	"0.0889422282103261"	"0.0829247806149935"	"0"	"0.583589704316713"
"GSM493812"	"0.0100920796960752"	"0.240728562171055"	"0.11273245796807"	"0.0646646469047866"	"0"	"0.571782253260013"
"GSM493813"	"0.0529228358017218"	"0.484688329064136"	"0.201486332088798"	"0.260902503045344"	"0"	"0"
"GSM493814"	"0.018089253778499"	"0.140987419932549"	"0.0972102337297503"	"0.116089258217046"	"0"	"0.627623834342156"
"GSM493815"	"0.097092862211057"	"0.358792828412571"	"0.134299509604792"	"0.183927926526027"	"0.0191256781153786"	"0.206761195130174"
"GSM493816"	"0.00887510608406881"	"0.35515377412858"	"0.155947596462487"	"0.220281754196911"	"0"	"0.259741769127953"
"GSM493817"	"0.0560435579149739"	"0.408207219942398"	"0.0956742731632643"	"0.0716252053447638"	"0.00307423019864133"	"0.365375513435959"
"GSM493818"	"0.0188184612349789"	"0.280180044626494"	"0.0849879548174111"	"0.18181396027387"	"0"	"0.434199579047246"
"GSM493819"	"0.0181467329403809"	"0.262525382914723"	"0.154315470921451"	"0.0677732232085041"	"0"	"0.497239190014941"
"GSM493820"	"0.0142687441282995"	"0.0644277881353663"	"0.0744624062812602"	"0.270713971306519"	"0.0338075090837954"	"0.54231958106476"
"GSM493821"	"0.0230753932098367"	"0.43230140175816"	"0.148743717857436"	"0.0270927402568438"	"0.0549242018009517"	"0.313862545116771"
"GSM493822"	"0.00679095222163397"	"0.467416332447003"	"0.159114200957109"	"0.128801073472588"	"0"	"0.237877440901666"
"GSM493823"	"0.0254530218292603"	"0.189297905449784"	"0.346576876792242"	"0.20076864559977"	"0.0349461967824136"	"0.20295735354653"
"GSM493824"	"0.0282755982535775"	"0.437875153693242"	"0.177261851297858"	"0.102548597035214"	"0.00772047004542605"	"0.246318329674682"
"GSM493825"	"0.0370958738511376"	"0.255466035687634"	"0.102404856276577"	"0.136697013639654"	"0"	"0.468336220544997"
"GSM493826"	"0.0132570790795741"	"0.238360760925521"	"0.103099228936434"	"0"	"0"	"0.645282931058472"
"GSM493827"	"0.0323537946930132"	"0.440414869960675"	"0.158281241451157"	"0.174371337976762"	"0.0119115355774318"	"0.182667220340962"
"GSM493828"	"0.0124679146837841"	"0.263626110852766"	"0.135221466468165"	"0.36847725891738"	"0"	"0.220207249077905"
"GSM493829"	"0.054087074695791"	"0.23815811699137"	"0.123725160550066"	"0.0807075445997771"	"0"	"0.503322103162996"
"GSM493830"	"0.0520921145337351"	"0.329310498531626"	"0.108308732047881"	"0.242501632691091"	"0"	"0.267787022195667"
"GSM493831"	"0.0111752024938302"	"0.340598154805522"	"0.140295773983005"	"0.0709791437172265"	"0"	"0.436951725000416"
"GSM909644"	"0.0237854207905142"	"0.36273137604939"	"0.239262348507386"	"0.20846437212362"	"0"	"0.165756482529089"
"GSM909645"	"0.0197413346837339"	"0.317518571712469"	"0.147622907371372"	"0.0599643451351183"	"0.0168728201496435"	"0.438280020947664"
"GSM909646"	"0.0350014386284596"	"0.376024796401289"	"0.0839340283228119"	"0.0551732988780492"	"0"	"0.44986643776939"
"GSM909647"	"0.0439502132609565"	"0.306860479827764"	"0.0428782927477926"	"0.27469627489651"	"0"	"0.331614739266976"
"GSM909648"	"0.0638231798659956"	"0.588964522119791"	"0.0721172485113307"	"0.179833335513664"	"0"	"0.0952617139892181"
"GSM909649"	"0.00703032314779173"	"0.236291211556882"	"0.113792157629567"	"0.061379250546098"	"0"	"0.58150705711966"
"GSM909650"	"0.030784735883584"	"0.301480555224378"	"0.146404231346259"	"0.0573603516649149"	"0.0013510610804788"	"0.462619064800385"
"GSM909651"	"0.027919618708012"	"0.391987547455831"	"0.117979953326599"	"0.102234306932571"	"0"	"0.359878573576987"
"GSM909652"	"0.0192090184404629"	"0.409315346333732"	"0.139008104400366"	"0.203179974644346"	"0.0283456382748743"	"0.200941917906218"
"GSM909653"	"0.0758133909158959"	"0.255939444910992"	"0.0606799987436926"	"0.0281317391748753"	"0"	"0.579435426254544"
"GSM909654"	"0.0179880303145924"	"0.277014458865442"	"0.10801617148012"	"0.134616940867221"	"0"	"0.462364398472625"
"GSM909655"	"0.00637873130952661"	"0.236216446658879"	"0.189525222671093"	"0.0685241354944937"	"0"	"0.499355463866008"
"GSM909656"	"0.0108540086707771"	"0.264637598837227"	"0.0796855332875551"	"0"	"0"	"0.644822859204441"
"GSM909657"	"0.0160351905546379"	"0.263078250481037"	"0.161880807421634"	"0.0906081212342423"	"0"	"0.468397630308448"
"GSM909658"	"0.0370196814697766"	"0.452356439982957"	"0.119674417085855"	"0.103540239072466"	"0"	"0.287409222388945"
"GSM909659"	"0.0743250810619451"	"0.290646451998858"	"0.110072505439175"	"0.35790776555152"	"0"	"0.167048195948502"
"GSM909660"	"0.0189187675612741"	"0.356603864679488"	"0.222997771029938"	"0.309110577537286"	"0"	"0.092369019192014"
"GSM909661"	"0.0279963369185108"	"0.29357419818148"	"0.213511528893585"	"0.121891388732742"	"0"	"0.343026547273683"
"GSM909662"	"0.0124195556672507"	"0.325170846646762"	"0.130872164417078"	"0.0514183110680741"	"0"	"0.480119122200835"
"GSM909663"	"0.0281652249003033"	"0.211372103749769"	"0.147243529777575"	"0.136286362756003"	"0"	"0.47693277881635"
"GSM909664"	"0.0362580113205684"	"0.277639681571364"	"0.0931494484668642"	"0.126995831355247"	"0"	"0.465957027285956"
"GSM909665"	"0.0466767430932681"	"0.281941079281626"	"0.159747410973382"	"0.187458178176632"	"0"	"0.324176588475092"
"GSM909666"	"0.0196165197176217"	"0.287396846144199"	"0.130297649759026"	"0.116694517251934"	"0"	"0.44599446712722"
"GSM909667"	"0.0128152622826283"	"0.624376027318194"	"0.155259530296151"	"0.197466878513673"	"0"	"0.010082301589354"
"GSM909668"	"0.0575631595852494"	"0.326440851225496"	"0.0501362909328189"	"0.0112265899485477"	"0"	"0.554633108307887"
"GSM909669"	"0.01301705425758"	"0.231194397366484"	"0.130070681986497"	"0.0697031279294415"	"0"	"0.556014738459997"
"GSM909670"	"0.011730881015221"	"0.368535898983542"	"0.140547095803088"	"0.0775618921802179"	"0.0130164514768729"	"0.388607780541058"
"GSM909671"	"0.0231764359528333"	"0.309326362552446"	"0.115989898140779"	"0.110162159736782"	"0"	"0.441345143617159"
"GSM909672"	"0.0224140042965843"	"0.2519361292991"	"0.1180333283916"	"0.131148496270934"	"0"	"0.476468041741781"
"GSM909673"	"0.0122135561636305"	"0.317025684693444"	"0.112851422406422"	"0"	"0.0139897502001098"	"0.543919586536393"
"GSM909674"	"0.0272107407281596"	"0.222893676316897"	"0.074728259299956"	"0.111742709077187"	"0"	"0.563424614577801"
"GSM909675"	"0.0169039696432632"	"0.366623678038059"	"0.122807861614072"	"0.191891505552148"	"0"	"0.301772985152458"
"GSM909676"	"0.00854217804892984"	"0.27759648757238"	"0.15184991390387"	"0.0679184114066534"	"0"	"0.494093009068167"
"GSM909677"	"0.0171094441323124"	"0.324435673161442"	"0.173782316754397"	"0.0900865039933038"	"0.0135336851205707"	"0.381052376837974"
"GSM909678"	"0.0283182289205051"	"0.300139857413951"	"0.102387959620876"	"0.0591741071338785"	"0"	"0.50997984691079"
